State,District,Season,forecast_T_Avg,forecast_R_Total,T_Avg_anomaly_z,R_Total_anomaly_z,Climate_Label,method_T_Avg,method_R_Total,history_years,status
Madhya Pradesh,Tikamgarh,Rabi,19.608,88.07,-0.725,0.508,Normal,prophet,prophet,26,ok
Madhya Pradesh,Tikamgarh,Summer,31.788,185.72,-0.236,0.352,Normal,prophet,prophet,27,ok
Madhya Pradesh,Tikamgarh,Whole Year,25.064,1170.19,-1.287,0.802,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Tikamgarh,Winter,16.956,29.23,-0.818,0.044,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ujjain,Autumn,23.179,661.16,-0.975,0.406,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ujjain,Kharif,26.098,1117.04,-0.289,0.547,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ujjain,Rabi,21.167,75.16,-0.077,0.418,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ujjain,Summer,30.539,173.53,0.184,0.169,Normal,prophet,prophet,27,ok
Madhya Pradesh,Ujjain,Whole Year,24.759,1180.29,-0.522,0.629,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ujjain,Winter,18.9,17.22,-0.514,0.11,Normal,prophet,prophet,26,ok
Madhya Pradesh,Umaria,Autumn,23.326,631.41,-0.828,0.318,Normal,prophet,prophet,26,ok
Madhya Pradesh,Umaria,Kharif,26.85,1138.02,-0.129,0.313,Normal,prophet,prophet,26,ok
Madhya Pradesh,Umaria,Rabi,19.881,103.98,-0.469,0.119,Normal,prophet,prophet,26,ok
Madhya Pradesh,Umaria,Summer,31.191,242.15,0.446,-0.086,Normal,prophet,prophet,27,ok
Madhya Pradesh,Umaria,Whole Year,24.566,1281.46,-0.558,0.38,Normal,prophet,prophet,26,ok
Madhya Pradesh,Umaria,Winter,17.542,47.18,-0.553,0.177,Normal,prophet,prophet,26,ok
Madhya Pradesh,Vidisha,Autumn,23.703,574.58,-0.874,0.083,Normal,prophet,prophet,26,ok
Madhya Pradesh,Vidisha,Kharif,27.171,1081.85,-0.788,0.072,Normal,prophet,prophet,26,ok
Madhya Pradesh,Vidisha,Rabi,20.646,81.0,-0.19,0.382,Normal,prophet,prophet,26,ok
Madhya Pradesh,Vidisha,Summer,31.55,194.44,0.078,0.286,Normal,prophet,prophet,27,ok
Madhya Pradesh,Vidisha,Whole Year,25.097,1144.14,-0.781,0.076,Normal,prophet,prophet,26,ok
Madhya Pradesh,Vidisha,Winter,18.021,30.55,-0.562,0.177,Normal,prophet,prophet,26,ok
Maharashtra,Ahmednagar,Autumn,23.625,445.12,-0.565,0.163,Normal,prophet,prophet,26,ok
Maharashtra,Ahmednagar,Kharif,25.401,676.11,-0.658,0.106,Normal,prophet,prophet,26,ok
Maharashtra,Ahmednagar,Rabi,23.362,132.68,-0.004,0.299,Normal,prophet,prophet,26,ok
Maharashtra,Ahmednagar,Summer,30.106,201.95,0.183,0.325,Normal,prophet,prophet,27,ok
Maharashtra,Ahmednagar,Whole Year,25.401,762.81,-0.733,0.21,Normal,prophet,prophet,26,ok
Maharashtra,Ahmednagar,Winter,21.891,18.5,-0.079,0.109,Normal,prophet,prophet,26,ok
Maharashtra,Akola,Autumn,24.005,509.6,-0.823,0.311,Normal,prophet,prophet,26,ok
Maharashtra,Akola,Kharif,26.746,1059.13,-0.261,0.458,Normal,prophet,prophet,26,ok
Maharashtra,Akola,Rabi,23.312,90.07,0.11,-0.026,Normal,prophet,prophet,26,ok
Maharashtra,Akola,Summer,32.309,208.61,0.2,0.036,Normal,prophet,prophet,27,ok
Maharashtra,Akola,Whole Year,26.199,1176.96,-0.78,0.658,Normal,prophet,prophet,26,ok
Maharashtra,Akola,Winter,21.3,25.38,-0.276,0.108,Normal,prophet,prophet,26,ok
Maharashtra,Amravati,Autumn,24.005,509.6,-0.823,0.311,Normal,prophet,prophet,26,ok
Maharashtra,Amravati,Kharif,26.746,1059.13,-0.261,0.458,Normal,prophet,prophet,26,ok
Maharashtra,Amravati,Rabi,23.312,90.07,0.11,-0.026,Normal,prophet,prophet,26,ok
Maharashtra,Amravati,Summer,32.309,208.61,0.2,0.036,Normal,prophet,prophet,27,ok
Maharashtra,Amravati,Whole Year,26.199,1176.96,-0.78,0.658,Normal,prophet,prophet,26,ok
Maharashtra,Amravati,Winter,21.3,25.38,-0.276,0.108,Normal,prophet,prophet,26,ok
Maharashtra,Aurangabad,Autumn,23.354,483.21,-0.577,0.084,Normal,prophet,prophet,26,ok
Maharashtra,Aurangabad,Kharif,25.589,826.45,-0.554,0.087,Normal,prophet,prophet,26,ok
Maharashtra,Aurangabad,Rabi,22.879,137.61,0.112,0.436,Normal,prophet,prophet,26,ok
Maharashtra,Aurangabad,Summer,30.672,206.52,0.376,0.212,Normal,prophet,prophet,27,ok
Maharashtra,Aurangabad,Whole Year,25.393,913.13,-0.47,0.222,Normal,prophet,prophet,26,ok
Maharashtra,Aurangabad,Winter,21.302,31.99,0.041,0.314,Normal,prophet,prophet,26,ok
Maharashtra,Beed,Autumn,23.69,444.49,-0.587,0.088,Normal,prophet,prophet,26,ok
Maharashtra,Beed,Kharif,25.727,705.58,-0.569,0.065,Normal,prophet,prophet,26,ok
Maharashtra,Beed,Rabi,23.425,130.73,-0.081,0.278,Normal,prophet,prophet,26,ok
Maharashtra,Beed,Summer,30.709,194.82,0.161,0.182,Normal,prophet,prophet,27,ok
Maharashtra,Beed,Whole Year,25.651,781.83,-0.839,0.156,Normal,prophet,prophet,26,ok
Maharashtra,Beed,Winter,21.867,16.44,-0.213,0.13,Normal,prophet,prophet,26,ok
Maharashtra,Bhandara,Autumn,24.432,718.36,-0.443,0.345,Normal,prophet,prophet,26,ok
Maharashtra,Bhandara,Kharif,27.469,1434.99,0.443,0.678,Normal,prophet,prophet,26,ok
Maharashtra,Bhandara,Rabi,22.826,99.74,0.087,-0.081,Normal,prophet,prophet,26,ok
Maharashtra,Bhandara,Summer,32.73,231.74,0.335,-0.143,Normal,prophet,prophet,27,ok
Maharashtra,Bhandara,Whole Year,26.299,1605.06,-0.418,0.904,Normal,prophet,prophet,26,ok
Maharashtra,Bhandara,Winter,20.51,36.69,-0.358,-0.05,Normal,prophet,prophet,26,ok
Maharashtra,Buldhana,Autumn,23.649,497.74,-0.708,0.202,Normal,prophet,prophet,26,ok
Maharashtra,Buldhana,Kharif,26.096,966.38,-0.441,0.331,Normal,prophet,prophet,26,ok
Maharashtra,Buldhana,Rabi,22.976,124.16,0.079,0.352,Normal,prophet,prophet,26,ok
Maharashtra,Buldhana,Summer,31.402,232.82,0.341,0.284,Normal,prophet,prophet,27,ok
Maharashtra,Buldhana,Whole Year,25.7,1063.43,-0.678,0.565,Normal,prophet,prophet,26,ok
Maharashtra,Buldhana,Winter,21.164,35.2,-0.194,0.294,Normal,prophet,prophet,26,ok
Maharashtra,Chandrapur,Autumn,24.793,635.02,-0.508,0.307,Normal,prophet,prophet,26,ok
Maharashtra,Chandrapur,Kharif,27.601,1425.41,0.295,0.762,Normal,prophet,prophet,26,ok
Maharashtra,Chandrapur,Rabi,23.717,104.12,-0.142,-0.066,Normal,prophet,prophet,26,ok
Maharashtra,Chandrapur,Summer,33.211,249.73,0.163,0.159,Normal,prophet,prophet,27,ok
Maharashtra,Chandrapur,Whole Year,26.928,1599.74,-0.712,0.919,Normal,prophet,prophet,26,ok
Maharashtra,Chandrapur,Winter,21.539,40.84,-0.522,-0.008,Normal,prophet,prophet,26,ok
Maharashtra,Dharashiv,Autumn,23.445,511.01,-0.873,0.411,Normal,prophet,prophet,26,ok
Maharashtra,Dharashiv,Kharif,25.365,847.56,-0.807,0.505,Normal,prophet,prophet,26,ok
Maharashtra,Dharashiv,Rabi,23.701,133.21,-0.261,0.161,Normal,prophet,prophet,26,ok
Maharashtra,Dharashiv,Summer,30.535,258.34,-0.186,0.508,Normal,prophet,prophet,27,ok
Maharashtra,Dharashiv,Whole Year,25.624,1006.11,-1.219,0.828,Cooler than normal,prophet,prophet,26,ok
Maharashtra,Dharashiv,Winter,22.197,15.25,-0.389,0.067,Normal,prophet,prophet,26,ok
Maharashtra,Dhule,Autumn,24.041,414.07,-0.743,-0.083,Normal,prophet,prophet,26,ok
Maharashtra,Dhule,Kharif,26.307,768.93,-0.085,-0.135,Normal,prophet,prophet,26,ok
Maharashtra,Dhule,Rabi,23.529,82.51,0.163,0.335,Normal,prophet,prophet,26,ok
Maharashtra,Dhule,Summer,30.708,129.43,0.728,-0.371,Normal,prophet,prophet,27,ok
Maharashtra,Dhule,Whole Year,25.962,822.07,0.159,-0.092,Normal,prophet,prophet,26,ok
Maharashtra,Dhule,Winter,21.968,20.0,0.094,0.083,Normal,prophet,prophet,26,ok
Maharashtra,Gadchiroli,Autumn,24.832,710.24,-0.198,0.225,Normal,prophet,prophet,26,ok
Maharashtra,Gadchiroli,Kharif,27.471,1530.12,0.503,0.587,Normal,prophet,prophet,26,ok
Maharashtra,Gadchiroli,Rabi,23.615,110.03,0.002,-0.106,Normal,prophet,prophet,26,ok
Maharashtra,Gadchiroli,Summer,32.767,268.46,0.288,0.141,Normal,prophet,prophet,27,ok
Maharashtra,Gadchiroli,Whole Year,26.717,1696.89,-0.497,0.727,Normal,prophet,prophet,26,ok
Maharashtra,Gadchiroli,Winter,21.524,40.09,-0.357,-0.032,Normal,prophet,prophet,26,ok
Maharashtra,Gondia,Autumn,24.209,705.9,-0.573,0.31,Normal,prophet,prophet,26,ok
Maharashtra,Gondia,Kharif,27.226,1355.17,0.156,0.557,Normal,prophet,prophet,26,ok
Maharashtra,Gondia,Rabi,22.744,109.17,0.254,0.042,Normal,prophet,prophet,26,ok
Maharashtra,Gondia,Summer,32.385,238.83,0.271,-0.104,Normal,prophet,prophet,27,ok
Maharashtra,Gondia,Whole Year,26.07,1485.45,-0.411,0.495,Normal,prophet,prophet,26,ok
Maharashtra,Gondia,Winter,20.52,39.6,-0.16,-0.02,Normal,prophet,prophet,26,ok
Maharashtra,Hingoli,Autumn,23.745,506.11,-1.1,0.713,Cooler than normal,prophet,prophet,26,ok
Maharashtra,Hingoli,Kharif,26.269,985.07,-0.731,0.744,Normal,prophet,prophet,26,ok
Maharashtra,Hingoli,Rabi,23.41,97.99,-0.625,0.115,Normal,prophet,prophet,26,ok
Maharashtra,Hingoli,Summer,31.946,218.12,0.075,0.209,Normal,prophet,prophet,27,ok
Maharashtra,Hingoli,Whole Year,26.047,1144.13,-1.46,1.146,Cooler & Wetter than normal,prophet,prophet,26,ok
Maharashtra,Hingoli,Winter,21.637,18.02,-0.767,0.093,Normal,prophet,prophet,26,ok
Maharashtra,Jalgaon,Autumn,24.449,499.85,-0.779,0.311,Normal,prophet,prophet,26,ok
Maharashtra,Jalgaon,Kharif,26.992,875.77,-0.695,0.192,Normal,prophet,prophet,26,ok
Maharashtra,Jalgaon,Rabi,23.762,110.74,0.125,0.427,Normal,prophet,prophet,26,ok
Maharashtra,Jalgaon,Summer,32.051,184.86,0.325,0.177,Normal,prophet,prophet,27,ok
Maharashtra,Jalgaon,Whole Year,26.543,939.91,-0.435,0.268,Normal,prophet,prophet,26,ok
Maharashtra,Jalgaon,Winter,22.009,29.01,-0.014,0.249,Normal,prophet,prophet,26,ok
Maharashtra,Jalna,Autumn,23.354,483.21,-0.577,0.084,Normal,prophet,prophet,26,ok
Maharashtra,Jalna,Kharif,25.589,826.45,-0.554,0.087,Normal,prophet,prophet,26,ok
Maharashtra,Jalna,Rabi,22.879,137.61,0.112,0.436,Normal,prophet,prophet,26,ok
Maharashtra,Jalna,Summer,30.672,206.52,0.376,0.212,Normal,prophet,prophet,27,ok
Maharashtra,Jalna,Whole Year,25.393,913.13,-0.47,0.222,Normal,prophet,prophet,26,ok
Maharashtra,Jalna,Winter,21.302,31.99,0.041,0.314,Normal,prophet,prophet,26,ok
Maharashtra,Kolhapur,Autumn,22.946,755.78,-0.21,0.123,Normal,prophet,prophet,26,ok
Maharashtra,Kolhapur,Kharif,23.913,1676.84,0.055,0.399,Normal,prophet,prophet,26,ok
Maharashtra,Kolhapur,Rabi,23.686,207.69,0.032,0.355,Normal,prophet,prophet,26,ok
Maharashtra,Kolhapur,Summer,28.084,548.47,0.138,0.568,Normal,prophet,prophet,27,ok
Maharashtra,Kolhapur,Whole Year,24.722,1887.37,-0.129,0.607,Normal,prophet,prophet,26,ok
Maharashtra,Kolhapur,Winter,22.441,32.88,-0.321,0.153,Normal,prophet,prophet,26,ok
Maharashtra,Latur,Autumn,23.045,542.93,-1.238,0.721,Cooler than normal,prophet,prophet,26,ok
Maharashtra,Latur,Kharif,25.409,947.25,-1.038,0.864,Cooler than normal,prophet,prophet,26,ok
Maharashtra,Latur,Rabi,23.131,102.93,-0.747,0.035,Normal,prophet,prophet,26,ok
Maharashtra,Latur,Summer,30.786,272.11,-0.321,0.952,Normal,prophet,prophet,27,ok
Maharashtra,Latur,Whole Year,25.436,1174.71,-1.557,1.384,Cooler & Wetter than normal,prophet,prophet,26,ok
Maharashtra,Latur,Winter,21.589,13.29,-0.759,0.029,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai,Autumn,25.504,1327.83,-0.59,0.12,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai,Kharif,26.854,2970.11,0.036,0.414,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai,Rabi,25.407,190.36,0.376,0.365,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai,Summer,30.596,548.55,1.285,-0.081,Hotter than normal,prophet,prophet,27,ok
Maharashtra,Mumbai,Whole Year,26.83,3199.39,0.07,0.65,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai,Winter,24.015,42.66,-0.111,0.229,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai Suburban,Autumn,25.504,1327.83,-0.59,0.12,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai Suburban,Kharif,26.854,2970.11,0.036,0.414,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai Suburban,Rabi,25.407,190.36,0.376,0.365,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai Suburban,Summer,30.596,548.55,1.285,-0.081,Hotter than normal,prophet,prophet,27,ok
Maharashtra,Mumbai Suburban,Whole Year,26.83,3199.39,0.07,0.65,Normal,prophet,prophet,26,ok
Maharashtra,Mumbai Suburban,Winter,24.015,42.66,-0.111,0.229,Normal,prophet,prophet,26,ok
Maharashtra,Nagpur,Autumn,24.479,668.35,-0.533,0.347,Normal,prophet,prophet,26,ok
Maharashtra,Nagpur,Kharif,27.619,1357.72,0.405,0.598,Normal,prophet,prophet,26,ok
Maharashtra,Nagpur,Rabi,22.933,93.43,0.077,-0.102,Normal,prophet,prophet,26,ok
Maharashtra,Nagpur,Summer,32.962,221.81,0.243,-0.165,Normal,prophet,prophet,27,ok
Maharashtra,Nagpur,Whole Year,26.421,1493.5,-0.568,0.716,Normal,prophet,prophet,26,ok
Maharashtra,Nagpur,Winter,20.558,34.28,-0.402,-0.021,Normal,prophet,prophet,26,ok
Maharashtra,Nanded,Autumn,23.791,576.91,-1.227,1.003,Cooler & Wetter than normal,prophet,prophet,26,ok
Maharashtra,Nanded,Kharif,26.282,1102.08,-0.977,1.072,Wetter than normal,prophet,prophet,26,ok
Maharashtra,Nanded,Rabi,23.639,73.15,-0.813,-0.196,Normal,prophet,prophet,26,ok
Maharashtra,Nanded,Summer,31.99,250.41,-0.251,0.69,Normal,prophet,prophet,27,ok
Maharashtra,Nanded,Whole Year,26.205,1288.8,-1.56,1.358,Cooler & Wetter than normal,prophet,prophet,26,ok
Maharashtra,Nanded,Winter,21.902,15.16,-0.898,0.034,Normal,prophet,prophet,26,ok
Maharashtra,Nandurbar,Autumn,24.294,495.02,-0.79,0.168,Normal,prophet,prophet,26,ok
Maharashtra,Nandurbar,Kharif,26.681,882.74,-0.362,0.082,Normal,prophet,prophet,26,ok
Maharashtra,Nandurbar,Rabi,23.544,79.43,-0.084,0.366,Normal,prophet,prophet,26,ok
Maharashtra,Nandurbar,Summer,31.298,132.41,0.661,-0.315,Normal,prophet,prophet,27,ok
Maharashtra,Nandurbar,Whole Year,26.202,931.44,-0.205,0.127,Normal,prophet,prophet,26,ok
Maharashtra,Nandurbar,Winter,21.807,18.47,-0.307,0.123,Normal,prophet,prophet,26,ok
Maharashtra,Nashik,Autumn,22.575,978.14,-0.733,0.199,Normal,prophet,prophet,26,ok
Maharashtra,Nashik,Kharif,24.294,1984.41,-0.102,0.249,Normal,prophet,prophet,26,ok
Maharashtra,Nashik,Rabi,22.711,134.17,0.276,0.229,Normal,prophet,prophet,26,ok
Maharashtra,Nashik,Summer,28.619,367.69,0.793,-0.016,Normal,prophet,prophet,27,ok
Maharashtra,Nashik,Whole Year,24.423,2148.45,0.02,0.512,Normal,prophet,prophet,26,ok
Maharashtra,Nashik,Winter,21.372,37.67,0.031,0.258,Normal,prophet,prophet,26,ok
Maharashtra,Palghar,Autumn,24.944,1111.99,-0.802,0.019,Normal,prophet,prophet,26,ok
Maharashtra,Palghar,Kharif,26.45,2452.96,-0.063,0.242,Normal,prophet,prophet,26,ok
Maharashtra,Palghar,Rabi,25.415,148.39,0.499,0.418,Normal,prophet,prophet,26,ok
Maharashtra,Palghar,Summer,30.508,395.96,1.214,-0.287,Hotter than normal,prophet,prophet,27,ok
Maharashtra,Palghar,Whole Year,26.759,2619.32,0.43,0.479,Normal,prophet,prophet,26,ok
Maharashtra,Palghar,Winter,24.245,33.11,0.055,0.16,Normal,prophet,prophet,26,ok
Maharashtra,Parbhani,Autumn,23.745,506.11,-1.1,0.713,Cooler than normal,prophet,prophet,26,ok
Maharashtra,Parbhani,Kharif,26.269,985.07,-0.731,0.744,Normal,prophet,prophet,26,ok
Maharashtra,Parbhani,Rabi,23.41,97.99,-0.625,0.115,Normal,prophet,prophet,26,ok
Maharashtra,Parbhani,Summer,31.946,218.12,0.075,0.209,Normal,prophet,prophet,27,ok
Maharashtra,Parbhani,Whole Year,26.047,1144.13,-1.46,1.146,Cooler & Wetter than normal,prophet,prophet,26,ok
Maharashtra,Parbhani,Winter,21.637,18.02,-0.767,0.093,Normal,prophet,prophet,26,ok
Maharashtra,Pune,Autumn,22.306,1102.04,-0.605,0.222,Normal,prophet,prophet,26,ok
Maharashtra,Pune,Kharif,23.834,2304.94,-0.085,0.428,Normal,prophet,prophet,26,ok
Maharashtra,Pune,Rabi,21.976,186.76,0.105,0.258,Normal,prophet,prophet,26,ok
Maharashtra,Pune,Summer,27.871,483.18,0.759,0.077,Normal,prophet,prophet,27,ok
Maharashtra,Pune,Whole Year,23.711,2568.45,-0.522,0.844,Normal,prophet,prophet,26,ok
Maharashtra,Pune,Winter,20.604,40.38,-0.004,0.267,Normal,prophet,prophet,26,ok
Maharashtra,Raigad,Autumn,25.524,1240.36,-0.492,0.03,Normal,prophet,prophet,26,ok
Maharashtra,Raigad,Kharif,26.707,2719.91,0.089,-0.05,Normal,prophet,prophet,26,ok
Maharashtra,Raigad,Rabi,25.486,200.91,0.484,0.242,Normal,prophet,prophet,26,ok
Maharashtra,Raigad,Summer,30.116,571.07,1.321,-0.073,Hotter than normal,prophet,prophet,27,ok
Maharashtra,Raigad,Whole Year,26.751,2886.2,0.32,0.067,Normal,prophet,prophet,26,ok
Maharashtra,Raigad,Winter,24.258,40.72,0.066,0.207,Normal,prophet,prophet,26,ok
Maharashtra,Ratnagiri,Autumn,23.023,1121.55,-0.571,0.08,Normal,prophet,prophet,26,ok
Maharashtra,Ratnagiri,Kharif,24.26,2515.64,0.024,0.233,Normal,prophet,prophet,26,ok
Maharashtra,Ratnagiri,Rabi,23.726,206.85,0.321,0.285,Normal,prophet,prophet,26,ok
Maharashtra,Ratnagiri,Summer,28.531,612.59,0.815,0.191,Normal,prophet,prophet,27,ok
Maharashtra,Ratnagiri,Whole Year,24.856,2697.37,0.028,0.359,Normal,prophet,prophet,26,ok
Maharashtra,Ratnagiri,Winter,22.467,35.52,0.0,0.18,Normal,prophet,prophet,26,ok
Maharashtra,Sangli,Autumn,22.902,667.53,-0.323,0.104,Normal,prophet,prophet,26,ok
Maharashtra,Sangli,Kharif,24.002,1471.12,-0.028,0.481,Normal,prophet,prophet,26,ok
Maharashtra,Sangli,Rabi,23.522,173.42,0.102,0.259,Normal,prophet,prophet,26,ok
Maharashtra,Sangli,Summer,28.483,438.79,0.227,0.523,Normal,prophet,prophet,27,ok
Maharashtra,Sangli,Whole Year,24.728,1674.97,-0.22,0.775,Normal,prophet,prophet,26,ok
Maharashtra,Sangli,Winter,22.155,30.64,-0.263,0.16,Normal,prophet,prophet,26,ok
Maharashtra,Satara,Autumn,22.61,622.72,-0.469,0.124,Normal,prophet,prophet,26,ok
Maharashtra,Satara,Kharif,23.871,1294.31,-0.264,0.433,Normal,prophet,prophet,26,ok
Maharashtra,Satara,Rabi,22.801,159.62,-0.067,0.267,Normal,prophet,prophet,26,ok
Maharashtra,Satara,Summer,28.452,367.07,0.333,0.439,Normal,prophet,prophet,27,ok
Maharashtra,Satara,Whole Year,24.29,1496.62,-0.608,0.831,Normal,prophet,prophet,26,ok
Maharashtra,Satara,Winter,21.387,30.48,-0.283,0.209,Normal,prophet,prophet,26,ok
Maharashtra,Sindhudurg,Autumn,25.479,1237.31,-0.281,0.19,Normal,prophet,prophet,26,ok
Maharashtra,Sindhudurg,Kharif,26.185,2979.8,0.255,0.321,Normal,prophet,prophet,26,ok
Maharashtra,Sindhudurg,Rabi,26.416,335.06,0.296,0.485,Normal,prophet,prophet,26,ok
Maharashtra,Sindhudurg,Summer,29.33,875.87,1.202,0.234,Hotter than normal,prophet,prophet,27,ok
Maharashtra,Sindhudurg,Whole Year,26.972,3269.54,0.472,0.478,Normal,prophet,prophet,26,ok
Maharashtra,Sindhudurg,Winter,25.644,46.73,-0.047,0.143,Normal,prophet,prophet,26,ok
Maharashtra,Solapur,Autumn,24.355,370.9,-0.534,0.101,Normal,prophet,prophet,26,ok
Maharashtra,Solapur,Kharif,25.786,604.9,-0.611,0.084,Normal,prophet,prophet,26,ok
Maharashtra,Solapur,Rabi,24.344,122.08,0.103,0.011,Normal,prophet,prophet,26,ok
Maharashtra,Solapur,Summer,30.338,227.54,0.005,0.397,Normal,prophet,prophet,27,ok
Maharashtra,Solapur,Whole Year,25.984,731.1,-0.937,0.368,Normal,prophet,prophet,26,ok
Maharashtra,Solapur,Winter,22.909,19.02,-0.015,0.162,Normal,prophet,prophet,26,ok
Maharashtra,Thane,Autumn,25.229,1304.39,-0.755,0.117,Normal,prophet,prophet,26,ok
Maharashtra,Thane,Kharif,26.664,2911.4,-0.018,0.489,Normal,prophet,prophet,26,ok
Maharashtra,Thane,Rabi,25.582,176.76,0.479,0.449,Normal,prophet,prophet,26,ok
Maharashtra,Thane,Summer,30.704,492.35,1.216,-0.155,Hotter than normal,prophet,prophet,27,ok
Maharashtra,Thane,Whole Year,26.908,3120.78,0.307,0.722,Normal,prophet,prophet,26,ok
Maharashtra,Thane,Winter,24.305,39.53,-0.032,0.215,Normal,prophet,prophet,26,ok
Maharashtra,Wardha,Autumn,24.166,577.12,-0.623,0.38,Normal,prophet,prophet,26,ok
Maharashtra,Wardha,Kharif,27.272,1190.53,0.201,0.545,Normal,prophet,prophet,26,ok
Maharashtra,Wardha,Rabi,22.541,87.9,-0.128,-0.067,Normal,prophet,prophet,26,ok
Maharashtra,Wardha,Summer,32.759,211.96,0.207,-0.073,Normal,prophet,prophet,27,ok
Maharashtra,Wardha,Whole Year,26.064,1331.6,-0.815,0.78,Normal,prophet,prophet,26,ok
Maharashtra,Wardha,Winter,20.024,28.67,-0.724,0.031,Normal,prophet,prophet,26,ok
Maharashtra,Washim,Autumn,23.998,491.23,-0.814,0.372,Normal,prophet,prophet,26,ok
Maharashtra,Washim,Kharif,26.745,1070.52,-0.219,0.537,Normal,prophet,prophet,26,ok
Maharashtra,Washim,Rabi,23.16,80.38,-0.131,-0.088,Normal,prophet,prophet,26,ok
Maharashtra,Washim,Summer,32.359,217.86,0.218,0.071,Normal,prophet,prophet,27,ok
Maharashtra,Washim,Whole Year,26.142,1200.53,-0.973,0.798,Normal,prophet,prophet,26,ok
Maharashtra,Washim,Winter,20.987,21.59,-0.626,0.076,Normal,prophet,prophet,26,ok
Maharashtra,Yavatmal,Autumn,24.27,484.98,-0.862,0.414,Normal,prophet,prophet,26,ok
Maharashtra,Yavatmal,Kharif,27.002,1040.02,-0.327,0.453,Normal,prophet,prophet,26,ok
Maharashtra,Yavatmal,Rabi,23.165,75.04,-0.739,-0.162,Normal,prophet,prophet,26,ok
Maharashtra,Yavatmal,Summer,32.785,220.8,0.08,0.042,Normal,prophet,prophet,27,ok
Maharashtra,Yavatmal,Whole Year,26.457,1183.97,-1.164,0.749,Cooler than normal,prophet,prophet,26,ok
Maharashtra,Yavatmal,Winter,21.127,18.58,-0.84,-0.025,Normal,prophet,prophet,26,ok
Manipur,Bishnupur,Autumn,22.581,539.06,0.437,0.166,Normal,prophet,prophet,26,ok
Manipur,Bishnupur,Kharif,24.339,979.32,0.984,0.019,Normal,prophet,prophet,26,ok
Manipur,Bishnupur,Rabi,18.265,297.58,0.34,0.129,Normal,prophet,prophet,26,ok
Manipur,Bishnupur,Summer,23.179,634.55,0.205,-0.003,Normal,prophet,prophet,27,ok
Manipur,Bishnupur,Whole Year,21.397,1425.53,0.633,-0.084,Normal,prophet,prophet,26,ok
Manipur,Bishnupur,Winter,16.675,75.01,0.274,-0.106,Normal,prophet,prophet,26,ok
Manipur,Chandel,Autumn,22.581,539.06,0.437,0.166,Normal,prophet,prophet,26,ok
Manipur,Chandel,Kharif,24.339,979.32,0.984,0.019,Normal,prophet,prophet,26,ok
Manipur,Chandel,Rabi,18.265,297.58,0.34,0.129,Normal,prophet,prophet,26,ok
Manipur,Chandel,Summer,23.179,634.55,0.205,-0.003,Normal,prophet,prophet,27,ok
Manipur,Chandel,Whole Year,21.397,1425.53,0.633,-0.084,Normal,prophet,prophet,26,ok
Manipur,Chandel,Winter,16.675,75.01,0.274,-0.106,Normal,prophet,prophet,26,ok
Manipur,Churachandpur,Autumn,22.581,539.06,0.437,0.166,Normal,prophet,prophet,26,ok
Manipur,Churachandpur,Kharif,24.339,979.32,0.984,0.019,Normal,prophet,prophet,26,ok
Manipur,Churachandpur,Rabi,18.265,297.58,0.34,0.129,Normal,prophet,prophet,26,ok
Manipur,Churachandpur,Summer,23.179,634.55,0.205,-0.003,Normal,prophet,prophet,27,ok
Manipur,Churachandpur,Whole Year,21.397,1425.53,0.633,-0.084,Normal,prophet,prophet,26,ok
Manipur,Churachandpur,Winter,16.675,75.01,0.274,-0.106,Normal,prophet,prophet,26,ok
Manipur,Imphal East,Autumn,21.99,543.41,0.6,0.091,Normal,prophet,prophet,26,ok
Manipur,Imphal East,Kharif,23.762,992.56,1.151,-0.091,Hotter than normal,prophet,prophet,26,ok
Manipur,Imphal East,Rabi,17.452,281.22,0.389,0.007,Normal,prophet,prophet,26,ok
Manipur,Imphal East,Summer,22.436,617.95,0.393,-0.126,Normal,prophet,prophet,27,ok
Manipur,Imphal East,Whole Year,20.681,1412.11,0.751,-0.272,Normal,prophet,prophet,26,ok
Manipur,Imphal East,Winter,15.85,69.01,0.325,-0.181,Normal,prophet,prophet,26,ok
Manipur,Imphal West,Autumn,21.99,543.41,0.6,0.091,Normal,prophet,prophet,26,ok
Manipur,Imphal West,Kharif,23.762,992.56,1.151,-0.091,Hotter than normal,prophet,prophet,26,ok
Manipur,Imphal West,Rabi,17.452,281.22,0.389,0.007,Normal,prophet,prophet,26,ok
Manipur,Imphal West,Summer,22.436,617.95,0.393,-0.126,Normal,prophet,prophet,27,ok
